0,1
19995,"[2.4204494353310957, 1.4532215343943935, -0.8446065801766851, 2.307820537412235, 2.437572297074606, 6.097115085742222, 0.4731122065628899, -0.5735380518738595, 0.024767675362546038, 0.2082064293504826, 0.7331330359349086, -0.3626832265806804, 1.1635598088702621, 0.5463070995223591, 2.199177014969191, 2.3530746696409515, 1.933520490663479, -2.8962145143339235, 1.8519544197461815, 2.316650697839841, 3.569418690408677, 0.7566592719005054, -1.2904788010132344, 3.8048682079454768]"
285,"[2.087116101997762, 2.119888201061059, 0.2387267531566491, 2.3078205374122343, -0.22909436959206025, 7.680448419075555, -1.6935544601037766, -0.5735380518738598, -0.39189899130411987, -1.7084602373161843, 0.9831330359349089, -0.7793498932473464, 3.2468931422035956, 0.29630709952235945, 2.032510348302524, 3.769741336307618, 1.6835204906634802, -2.4795478476672566, 1.018621086412848, 2.56665069783984, 5.486085357075344, 2.506659271900505, -2.540478801013233, 2.971534874612143]"
206647,"[3.087116101997763, 0.4532215343943925, 2.238726753156649, 1.9744872040789012, 5.437572297074606, 6.347115085742221, -0.6935544601037755, 1.7597952814594753, -1.39189899130412, 0.6248730960171485, 3.983133035934909, 0.5539834400859863, 2.246893142203595, -0.7036929004776407, 4.365843681635857, 2.7697413363076167, 2.016853823996812, -0.14621451433392307, 0.6852877530795134, 0.5666506978398433, 3.1527520237420092, 1.5066592719005043, -1.2071454676799, 4.304868207945475]"
49026,"[2.9204494353310944, -0.04677846560560761, 1.4053934198233164, 1.3078205374122334, 3.6875722970746048, 3.5971150857422196, 1.2231122065628912, 1.1764619481261422, -3.225232324637455, 0.9582064293504804, 4.73313303593491, 2.6373167734193177, 0.1635598088702621, -0.203692900477642, 1.94917701496919, -0.6469253303590485, -0.06647950933652258, 0.8537854856660757, -0.39804558025381964, 4.066650697839847, 2.319418690408677, 0.006659271900506192, 3.709521198986768, 4.304868207945474]"
49529,"[3.753782768664429, 1.7865548677277272, -0.0946065801766854, 0.9744872040789031, 4.77090563040794, 5.347115085742221, 0.3064455398962229, 0.42646194812614124, 0.6081010086958802, 1.958206429350483, 1.3164663692682403, 1.220650106752652, 2.5802264755369286, -1.0370262338109753, 4.365843681635858, 3.769741336307618, 2.0168538239968115, -2.4795478476672566, 1.3519544197461815, 1.5666506978398438, 2.8194186904086767, -0.16000739476616133, -2.2071454676799025, 4.638201541278811]"
559,"[2.087116101997762, 2.119888201061059, 0.2387267531566491, 2.3078205374122343, -0.22909436959206025, 7.680448419075555, -1.6935544601037766, -0.5735380518738598, -0.39189899130411987, -1.7084602373161843, 0.9831330359349089, -0.7793498932473464, 3.2468931422035956, 0.29630709952235945, 2.032510348302524, 3.769741336307618, 1.6835204906634802, -2.4795478476672566, 1.018621086412848, 2.56665069783984, 5.486085357075344, 2.506659271900505, -2.540478801013233, 2.971534874612143]"
38757,"[-0.5795505646689056, 0.4532215343943955, 1.9053934198233147, 1.3078205374122343, -0.06242770292539701, 0.8471150857422218, 3.973112206562886, 1.42646194812614, 0.27476767536254637, -4.041793570649517, -1.0168669640650867, 4.38731677341932, 4.913559808870264, -2.7036929004776438, -2.800822985030809, -4.896925330359049, -2.816479509336525, 0.35378548566607626, -3.1480455802538216, -2.933349302160157, -0.6805813095913191, 4.006659271900505, 0.959521198986764, 5.804868207945473]"
99861,"[3.753782768664429, 1.7865548677277272, -0.0946065801766854, 0.9744872040789031, 4.77090563040794, 5.347115085742221, 0.3064455398962229, 0.42646194812614124, 0.6081010086958802, 1.958206429350483, 1.3164663692682403, 1.220650106752652, 2.5802264755369286, -1.0370262338109753, 4.365843681635858, 3.769741336307618, 2.0168538239968115, -2.4795478476672566, 1.3519544197461815, 1.5666506978398438, 2.8194186904086767, -0.16000739476616133, -2.2071454676799025, 4.638201541278811]"
767,"[-0.24621723133557186, -0.5467784656056083, -1.4279399135100181, 0.6411538707455682, -0.5624277029253943, 4.347115085742222, -0.6935544601037785, 0.7597952814594718, -0.39189899130411987, -5.37512690398285, -1.683533630731754, 0.8873167734193199, 4.580226475536928, -2.3703595671443063, 0.032510348302524264, -0.2302586636923826, 2.3501871573301463, -4.146214514333922, 0.018621086412847244, 1.233317364506505, 3.4860853570753463, 4.506659271900503, -1.5404788010132329, 2.6382015412788062]"
209112,"[2.087116101997762, 2.119888201061059, 0.2387267531566491, 2.3078205374122343, -0.22909436959206025, 7.680448419075555, -1.6935544601037766, -0.5735380518738598, -0.39189899130411987, -1.7084602373161843, 0.9831330359349089, -0.7793498932473464, 3.2468931422035956, 0.29630709952235945, 2.032510348302524, 3.769741336307618, 1.6835204906634802, -2.4795478476672566, 1.018621086412848, 2.56665069783984, 5.486085357075344, 2.506659271900505, -2.540478801013233, 2.971534874612143]"
1452,"[2.4204494353310957, 1.4532215343943935, -0.8446065801766851, 2.307820537412235, 2.437572297074606, 6.097115085742222, 0.4731122065628899, -0.5735380518738595, 0.024767675362546038, 0.2082064293504826, 0.7331330359349086, -0.3626832265806804, 1.1635598088702621, 0.5463070995223591, 2.199177014969191, 2.3530746696409515, 1.933520490663479, -2.8962145143339235, 1.8519544197461815, 2.316650697839841, 3.569418690408677, 0.7566592719005054, -1.2904788010132344, 3.8048682079454768]"
