0,1
19995,"[-3.278553254231529, 3.4254227512404527, 0.09069601033018815, 1.1008651979363793, -2.3379338468062, -5.464923478820312, 4.237732390131013, 1.0928199828565308, 4.543440577821579, 2.321913083432407, -0.417615926672787, 3.082411029302052, 3.421107021889021, -2.781900583635709, 2.6431368412265805, -2.8935548701672458, -0.48861179762801576, 3.6502418838964354, 1.3979169141340158, -4.126523941895373, 2.0358353651788885, -0.6542906344591721, 1.7380904457118485, 5.556408524496346, -1.3897470072935096, -1.0027877228376278, -2.404318452573112, -0.062339392140758676, -6.586207178634122, -1.060405373987685, -4.322997360589066, 0.20142230813624995, 1.9420609748456952, 3.4171616402591636]"
285,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
206647,"[-3.278553254231529, 3.4254227512404527, 0.09069601033018815, 1.1008651979363793, -2.3379338468062, -5.464923478820312, 4.237732390131013, 1.0928199828565308, 4.543440577821579, 2.321913083432407, -0.417615926672787, 3.082411029302052, 3.421107021889021, -2.781900583635709, 2.6431368412265805, -2.8935548701672458, -0.48861179762801576, 3.6502418838964354, 1.3979169141340158, -4.126523941895373, 2.0358353651788885, -0.6542906344591721, 1.7380904457118485, 5.556408524496346, -1.3897470072935096, -1.0027877228376278, -2.404318452573112, -0.062339392140758676, -6.586207178634122, -1.060405373987685, -4.322997360589066, 0.20142230813624995, 1.9420609748456952, 3.4171616402591636]"
49026,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
49529,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
559,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
38757,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
99861,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
767,"[-3.278553254231529, 3.4254227512404527, 0.09069601033018815, 1.1008651979363793, -2.3379338468062, -5.464923478820312, 4.237732390131013, 1.0928199828565308, 4.543440577821579, 2.321913083432407, -0.417615926672787, 3.082411029302052, 3.421107021889021, -2.781900583635709, 2.6431368412265805, -2.8935548701672458, -0.48861179762801576, 3.6502418838964354, 1.3979169141340158, -4.126523941895373, 2.0358353651788885, -0.6542906344591721, 1.7380904457118485, 5.556408524496346, -1.3897470072935096, -1.0027877228376278, -2.404318452573112, -0.062339392140758676, -6.586207178634122, -1.060405373987685, -4.322997360589066, 0.20142230813624995, 1.9420609748456952, 3.4171616402591636]"
209112,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
1452,"[-4.7785532542315305, 5.925422751240453, 4.090696010330189, 2.100865197936381, -5.337933846806198, -7.46492347882031, 7.737732390131013, -3.407180017143469, 6.04344057782158, 1.8219130834324073, 4.082384073327214, 5.58241102930205, 9.921107021889018, -3.2819005836357116, 1.6431368412265792, -3.893554870167244, -4.988611797628016, 1.1502418838964361, 1.3979169141340186, -5.126523941895373, -0.46416463482111014, -2.1542906344591715, 2.7380904457118493, 4.056408524496345, -3.3897470072935105, -4.502787722837627, -6.404318452573113, -3.562339392140758, -7.086207178634121, -2.5604053739876855, -0.822997360589068, -1.7985776918637504, 5.442060974845697, 0.9171616402591642]"
10764,"[-3.278553254231529, 3.4254227512404527, 0.09069601033018815, 1.1008651979363793, -2.3379338468062, -5.464923478820312, 4.237732390131013, 1.0928199828565308, 4.543440577821579, 2.321913083432407, -0.417615926672787, 3.082411029302052, 3.421107021889021, -2.781900583635709, 2.6431368412265805, -2.8935548701672458, -0.48861179762801576, 3.6502418838964354, 1.3979169141340158, -4.126523941895373, 2.0358353651788885, -0.6542906344591721, 1.7380904457118485, 5.556408524496346, -1.3897470072935096, -1.0027877228376278, -2.404318452573112, -0.062339392140758676, -6.586207178634122, -1.060405373987685, -4.322997360589066, 0.20142230813624995, 1.9420609748456952, 3.4171616402591636]"
58,"[-1.5285532542315297, 1.1754227512404545, 2.0906960103301877, -2.39913480206362, -1.3379338468061994, -1.7149234788203125, 5.987732390131015, 0.592819982856531, 0.7934405778215798, -1.1780869165675911, -1.1676159266727866, 1.5824110293020506, 1.9211070218890223, 2.96809941636429, -4.6068631587734235, -2.1435548701672476, -1.7386117976280142, -2.849758116103566, 2.147916914134014, -4.126523941895369, -1.714164634821111, -3.404290634459172, 0.4880904457118479, -1.6935914755036519, -0.6397470072935103, -3.7527877228376267, -0.6543184525731145, -1.3123393921407587, -4.586207178634122, -1.3104053739876875, -2.3229973605890684, -2.7985776918637524, -1.0579390251543077, -0.3328383597408369]"
