0,1
19995,20
285,7
206647,7
49026,6
49529,20
559,7
38757,17
99861,20
767,5
209112,7
1452,20
10764,6
58,7
57201,7
49521,20
2454,5
24428,20
1865,7
41154,1
122917,7
1930,7
20662,7
57158,5
2268,5
254,7
597,12
271110,20
44833,20
135397,20
37724,6
558,7
68721,20
12155,5
36668,20
62211,17
8373,20
91314,20
68728,5
102382,7
20526,20
49013,1
44912,20
10193,1
534,20
168259,7
72190,20
127585,20
54138,20
81005,7
64682,12
9543,7
68726,20
38356,20
217,7
105864,5
62177,1
188927,20
10681,17
5174,1
14161,20
17979,24
76757,20
258489,7
411,5
246655,14
155,6
14160,1
15512,5
1726,20
44826,5
8487,1
1735,7
297761,20
2698,1
137113,20
9804,7
14869,20
150540,1
278927,5
10138,20
58595,5
102651,7
119450,20
79698,20
64686,7
100402,20
10192,1
158852,5
177572,1
82690,1
5255,5
47933,20
10191,5
296,20
118340,20
157336,20
27205,20
315011,20
49051,7
9799,6
4922,12
49538,20
131634,20
27022,1
503,6
241259,0
810,1
68735,7
87101,20
10140,5
676,12
1858,20
1966,7
675,5
674,5
8960,7
6479,20
118,1
2062,1
272,7
10527,17
18360,1
2080,20
605,20
109445,5
604,20
76338,7
76341,20
13448,11
10195,7
13053,1
19585,1
57165,5
62213,1
177677,6
7978,10
5559,1
49444,17
10196,7
956,6
117251,6
50321,5
11619,1
266647,5
82703,5
652,7
80321,17
36669,6
43074,1
95,20
608,1
2310,7
140300,1
56292,6
81188,17
7552,1
616,23
147441,7
13475,20
557,7
82702,1
205584,0
10048,7
13183,20
944,1
1927,20
72559,20
7364,1
2114,20
1771,20
36643,6
8619,5
50620,12
65759,1
1724,20
267935,5
281957,5
77950,17
44896,1
270946,1
2503,6
9502,1
102899,20
101299,20
228161,1
74,15
8961,1
417859,7
27576,6
86834,5
17578,2
673,5
6972,3
82700,20
10567,17
181533,1
38055,1
671,5
49524,1
22,7
131631,15
591,11
172385,1
36658,20
51497,6
58574,6
18823,7
861,20
1911,7
49040,6
415,7
8871,1
435,20
955,6
2133,3
1979,6
87827,7
1250,20
324668,6
9471,1
70981,22
10996,1
68724,20
2789,20
97020,20
7459,17
42888,1
37834,1
75612,20
1895,20
1894,20
585,1
76170,20
1893,20
49519,1
2395,1
12100,23
290595,7
98566,1
49047,15
9619,6
308531,1
166424,20
1593,1
254128,6
714,6
2024,23
163,11
787,1
262500,15
2567,3
38745,1
40805,1
53182,7
41513,1
13700,17
262504,20
39254,20
77931,1
1639,6
80274,20
1571,6
120,7
10204,1
8489,3
10588,1
2048,20
1495,7
10137,1
10198,12
286217,20
1635,20
24113,1
9679,6
98,7
180,20
672,5
36557,6
869,20
280,20
11322,23
4982,3
36955,6
18487,11
39451,1
27581,1
9268,6
68718,13
10545,17
11688,1
76163,6
2059,6
2486,7
16523,0
116711,5
37710,12
9946,25
1372,6
106646,1
414,7
563,20
83542,14
41216,5
314,7
184315,7
9016,5
18162,1
138103,6
257088,6
10214,1
205775,7
11692,1
22972,6
227973,24
29193,11
1734,7
3131,23
76758,23
9408,1
9890,1
855,23
77953,1
18,20
37786,1
10501,1
57800,1
150689,12
7980,3
12,17
122,7
121,7
68737,5
1995,6
157353,15
331,20
61791,20
8204,5
47964,6
10733,23
9806,7
1408,7
32657,5
607,1
863,1
44048,6
5175,1
2655,10
22794,1
8355,1
116745,1
4327,1
1422,11
10674,5
7446,1
65754,11
1572,6
10528,6
271969,3
10865,5
258509,1
2253,23
10661,1
257344,1
644,20
10756,1
686,22
9383,20
179,11
76285,5
1996,6
291805,1
10003,20
1535,6
2067,14
46195,1
2277,1
10357,20
4477,11
8665,23
9387,7
921,12
49852,7
4464,23
664,7
8358,5
9836,1
2502,6
9772,6
161,11
52451,6
76492,1
4523,1
59961,6
10481,1
59108,1
1581,1
9798,6
22897,1
298,11
7484,5
157350,20
853,3
10159,1
9593,1
1904,12
9615,6
51052,1
297,2
9884,6
16858,3
62764,1
22538,1
9341,20
12107,1
9637,1
49049,20
9339,1
16281,1
39691,1
8247,20
11253,20
1949,11
8452,14
310,1
27578,6
954,6
70160,20
45243,1
364,7
7518,1
11544,17
9986,1
8656,7
146216,1
9291,1
55301,18
109418,1
11665,1
6964,1
11324,11
12193,1
9928,1
754,20
10202,1
4147,11
50546,1
1701,6
13027,6
2289,3
20504,20
9574,1
11618,10
2300,1
12096,1
10200,15
8834,6
228150,7
6068,1
41515,1
9023,1
38317,1
2157,5
14462,11
161795,12
159824,1
49948,3
2135,20
9822,7
9705,6
1656,7
12159,12
9678,1
4442,1
75,1
330770,9
9433,7
19959,20
11973,11
11228,6
77951,5
5491,7
10715,1
10197,12
9562,20
9922,5
9447,1
274854,7
8870,20
9992,5
36970,4
10077,20
76649,7
293644,1
453,12
8587,17
72545,20
109451,1
9533,10
2023,5
71880,1
584,6
309809,5
4858,15
17711,1
328111,17
8698,20
93456,1
602,20
330,20
953,17
9693,20
36657,20
8909,6
9802,6
950,1
1824,1
2976,1
11026,10
332,1
75656,11
38365,1
594,1
15189,1
11678,6
6538,1
10555,1
1125,3
4551,1
612,23
9567,7
37821,1
203801,1
2539,1
9297,1
3172,1
6520,7
1439,12
37958,7
2026,11
7450,17
11375,1
9425,7
25769,20
23685,1
11866,6
9741,15
211672,1
23629,6
8688,2
10153,14
153518,17
8676,1
20829,1
4349,6
9718,1
10808,1
197,23
25,3
35,1
11086,12
10477,7
1997,5
6947,11
3050,1
2675,15
809,1
920,1
4806,1
7451,6
228165,1
3595,6
16869,6
879,1
1573,6
9257,6
1903,12
9697,11
395,20
23398,18
10590,23
117263,6
200,20
44943,20
587,5
10395,0
57212,3
152760,23
2756,20
33909,3
49017,25
9882,6
2270,1
978,7
44564,1
3132,1
8814,7
8427,1
52520,25
80585,1
10592,3
49021,6
11535,20
10550,6
11258,11
12610,1
59981,3
201088,2
5137,20
3093,11
107846,6
188207,7
4614,6
24021,12
11371,6
20352,17
11517,1
214756,1
26428,7
9824,1
48988,1
9008,11
300673,23
12113,6
38778,1
72331,25
1844,12
846,15
9703,7
857,23
136797,6
3981,1
425,1
6171,10
72976,23
603,20
568,3
9021,1
82695,12
9489,1
12133,1
9342,7
41733,1
227306,3
5551,6
9350,6
9208,6
4244,1
1852,23
11820,12
76493,1
345,2
196867,1
256591,1
59962,1
36648,20
1880,6
9440,1
71679,20
10483,20
11412,6
11983,7
6795,5
550,3
11170,3
9292,1
10783,1
100241,10
257,17
9947,7
189,11
12618,12
253412,5
1427,3
818,1
16577,17
329,20
12160,7
9331,6
300168,7
9072,1
3536,6
9087,1
12177,1
12138,1
273248,2
9955,1
50359,1
1271,7
693,1
14306,1
497,3
11199,1
9982,1
210577,11
2501,6
710,6
2275,11
37165,1
9837,3
10708,1
136400,1
10992,1
9654,7
2642,1
8916,1
19899,1
2119,5
9641,1
294254,7
38167,3
5994,1
39514,1
9563,3
547,12
1538,11
9334,7
11128,6
75780,11
8914,20
13576,4
39538,15
10628,1
14836,17
8645,15
9509,6
10067,1
9384,1
9279,1
1487,20
9422,3
77174,1
4824,6
9620,20
9302,12
10199,5
10771,1
3512,6
137094,6
274479,1
267860,6
8078,20
7485,6
170687,1
6435,1
137106,1
10040,1
6278,7
82682,6
17610,1
22954,23
16995,7
16558,1
9849,1
5820,6
16866,1
201,20
11775,1
87825,12
12201,11
11015,10
9932,1
13389,6
8838,6
17332,3
4958,3
786,3
9513,1
11679,6
38321,20
14411,5
8413,9
10052,3
9676,3
9664,7
2100,6
10384,10
137321,12
123553,7
11260,1
9009,10
11374,1
2309,5
8285,1
210860,1
2312,7
9839,12
381902,7
13922,23
293660,1
9713,1
190859,7
257445,1
9007,1
889,1
1370,6
4942,1
347969,1
24438,1
116741,1
35791,20
72431,7
1813,10
87428,1
8840,0
10589,1
71676,6
1722,12
10022,1
11358,6
13,1
6477,18
1597,1
10530,5
1924,20
9327,1
8488,1
10603,1
8273,1
109424,6
35056,1
8839,1
156022,6
7303,1
8963,6
1402,3
9315,11
8984,12
795,12
24,7
11353,1
393,6
9618,1
9374,1
8584,1
2320,6
58224,1
1729,7
175574,1
8077,20
8818,3
8195,6
10586,5
116149,1
80035,1
10632,6
12117,11
1792,1
13260,1
72197,1
3580,2
12123,20
9566,11
9833,12
4517,12
8202,20
16072,23
34314,6
19724,1
145220,1
14623,1
42297,12
2841,3
802,12
10375,6
36586,20
11321,3
70074,6
242,11
9621,1
1819,1
8536,20
8046,3
1717,11
479,6
9444,17
824,12
11456,11
261023,3
3683,23
22803,11
285923,20
39437,11
1950,12
640,3
97630,23
9767,1
11631,1
32856,1
6519,1
8741,23
49520,1
1850,1
524,3
26389,6
11817,1
2123,1
9907,1
9969,1
18239,12
808,1
38050,12
8367,5
9390,1
72105,1
2898,1
10312,1
109443,1
2022,1
37686,15
462,3
9919,1
187017,1
628,12
10201,1
302699,1
9441,12
274167,1
224141,18
388,11
2112,6
10329,20
74465,1
13811,20
6877,1
10320,10
50646,1
8920,1
13673,1
60308,3
6950,20
225574,6
13836,5
752,6
6038,1
9975,1
11451,1
12103,11
60304,25
2251,11
46529,20
231,11
300671,23
228326,1
9754,11
66,11
4421,7
2649,11
588,9
10393,1
71552,1
9631,6
216282,6
306,1
928,1
205587,3
6623,6
1577,20
9801,1
2116,11
9624,6
14199,5
1907,12
4599,1
22832,6
10390,12
9879,11
38579,1
44603,3
11892,11
9691,6
1248,11
12220,1
72710,20
10782,6
9573,11
4959,11
10061,20
10386,5
421,1
316152,23
11615,11
13498,1
241554,6
2252,11
11968,6
10047,7
38319,1
69668,11
9770,6
11212,1
10533,12
38363,11
9923,7
11863,12
18501,20
109491,12
9275,1
329833,1
12634,1
10416,1
47327,6
15268,20
10796,20
9548,1
18947,1
1900,11
89,7
96724,12
198184,20
9481,11
4547,11
53953,9
6415,1
181283,11
9896,1
167,14
11232,1
1636,1
2148,12
5176,13
260346,6
1389,1
9894,1
7504,3
8592,1
913,12
11091,1
1368,6
593,22
5393,1
9095,12
8874,1
11467,1
320,11
199,20
20533,13
10684,3
1624,1
325789,11
113464,23
888,1
82675,6
4256,1
1493,1
88751,1
11130,1
9944,11
10731,11
7350,1
9869,6
4379,1
146233,11
2034,6
926,1
4248,1
64328,18
36647,25
7214,3
1537,6
9360,9
6282,1
508,1
9487,1
768,10
2636,6
10478,1
27983,1
9981,1
7453,1
15045,1
7737,20
232672,1
17379,1
8987,6
11359,5
82525,11
9759,6
9486,1
9906,1
841,20
4688,12
4148,12
2207,6
9381,20
9625,6
9304,1
20856,1
5955,11
9899,18
9826,7
21355,12
10858,23
11439,11
9457,20
12412,3
1494,7
13184,6
2185,1
6639,12
38153,6
58233,1
116977,1
68734,11
5503,6
27573,7
819,11
1369,6
9623,11
10895,17
10935,23
834,20
228066,15
711,3
10468,1
10027,7
11812,1
37233,11
37950,3
27582,6
64688,1
509,1
7443,1
5966,1
11066,1
136795,1
8095,12
87826,1
11560,11
25189,1
2637,9
18480,1
709,6
49730,10
2749,6
9607,1
1830,11
79,7
54054,1
228967,1
46528,6
27936,1
65,3
280391,1
9476,7
10610,1
745,11
49527,6
73937,1
1885,3
168672,3
18240,1
10398,11
165,1
240832,20
216015,12
12279,1
1645,11
11007,1
193756,6
11287,1
259693,9
37799,3
10184,1
4257,1
4234,9
196,1
257091,1
6114,12
24803,12
109410,3
1213,11
100042,1
9036,5
257211,1
323675,1
9361,7
1677,3
187,6
7461,6
16538,1
9889,1
820,23
11565,1
6073,1
16996,1
193610,1
19912,9
296098,11
8007,6
32823,1
4380,1
11551,1
10336,20
11362,6
50348,11
48138,6
1124,11
227159,1
68179,1
1579,6
708,6
34851,20
9930,1
1586,11
2044,12
9913,10
71864,1
10761,1
209451,3
11975,11
4970,10
11831,23
9096,5
440,20
11011,1
10641,12
11172,1
39513,1
82687,1
41446,9
8224,11
10537,3
225886,1
10385,1
55779,9
10154,1
10647,12
11431,1
8457,1
188161,1
8850,20
64685,3
38357,1
10060,3
11398,7
1833,12
10391,10
8970,1
9306,9
11370,7
12184,3
1921,12
1683,9
203,3
11858,1
62835,6
18937,12
13536,2
15556,12
10718,7
11062,11
10802,3
1887,23
6071,6
10461,6
80278,11
12704,1
10315,1
16643,1
2687,1
194,1
11025,1
8849,1
78698,12
30943,2
9544,10
24418,6
7288,1
14655,18
24575,6
10366,20
19898,20
4965,20
15074,6
56715,1
1272,15
72358,1
20542,1
266396,7
9978,7
8271,11
10428,6
5353,6
11934,1
14392,23
19495,23
110415,20
77459,1
26486,1
9495,6
256040,7
24420,12
1257,1
62214,1
16320,20
8842,12
9531,1
64807,1
12289,7
11529,1
20943,1
9099,1
9488,7
193,20
44865,23
55787,12
257932,5
10400,3
1957,11
10833,1
256961,1
5852,12
12312,1
622,10
11306,11
12508,18
25793,3
10534,7
1091,9
87421,20
10871,6
13503,7
13600,5
68722,3
14324,1
14325,3
299687,20
312221,3
23168,11
76494,1
4944,1
10488,1
96721,7
334,3
23742,1
259694,1
62837,17
8966,12
8470,11
11001,1
138832,1
16911,20
2163,6
36670,6
23048,1
227735,17
2155,11
8409,7
222936,1
31908,23
10219,12
48171,10
782,12
75531,1
11802,17
9776,1
18785,1
365222,23
817,1
268,7
45054,3
943,1
22881,3
10054,1
51540,1
44264,5
350,1
152,22
109431,1
1598,11
8065,3
271718,1
11638,1
409,12
2118,11
11459,1
10806,1
9348,20
377,9
8843,10
9313,7
39486,3
1273,1
13920,3
50544,1
325133,1
140823,1
1883,23
89492,1
22949,1
12437,20
2959,1
9957,1
11648,1
9366,11
1576,20
609,9
5516,1
13051,7
49530,20
34806,1
49022,1
11469,1
23479,1
11667,6
423,3
2447,23
10066,9
2288,12
88794,23
13515,10
11979,9
169,20
8090,3
11622,1
3604,14
9541,1
94348,6
8197,11
336004,6
35019,1
10410,23
8836,15
14442,1
321741,3
59965,6
14175,5
11004,1
11918,1
98357,11
10012,1
49526,6
268920,1
9093,12
119283,7
11823,1
35169,1
118957,20
849,7
4515,7
18886,6
6575,18
6440,12
13496,7
18320,12
22787,6
8967,3
37498,6
144336,6
9616,12
13056,7
14113,1
285783,5
49478,7
9726,1
20763,3
9702,6
9311,6
9280,12
26843,23
11876,12
22267,12
45958,3
1969,1
310706,3
198663,20
239573,1
10436,12
1381,12
2162,1
127493,6
12429,17
228205,12
2900,15
21311,12
77875,1
192136,23
18254,23
881,3
10877,6
9600,1
202575,5
71469,20
85446,12
326,20
10685,11
7220,7
9763,3
72387,6
12596,1
1892,20
13460,20
8055,12
50647,1
10719,1
9294,12
11888,1
9647,1
9353,1
55721,1
109414,1
10307,9
11978,3
22907,6
87567,1
38322,1
45612,15
7305,6
3594,11
157841,5
11519,1
12920,17
59,11
9335,6
12106,7
11141,1
8649,3
31867,20
10253,20
3587,1
124459,1
24662,18
32274,3
182,12
5494,5
28,3
38073,1
2054,3
302156,7
606,3
87502,3
698,20
120467,1
11313,2
6488,1
10559,15
296099,1
8012,1
1574,18
9032,1
2770,1
862,1
1637,7
72570,12
27569,3
10637,3
1669,6
132363,3
9472,1
2907,1
9273,1
9880,1
2925,1
807,11
17654,14
11836,1
322,11
70,3
9535,1
11036,12
6557,1
18126,1
16340,1
10333,12
4476,12
22947,12
2755,1
82654,1
59967,20
16300,1
9598,1
82696,1
9870,1
8292,7
8780,1
9715,12
10521,1
10762,1
10096,1
59436,1
227783,1
4133,3
10207,12
172,20
21972,1
36593,1
707,6
533,1
6023,12
6439,1
4347,12
37056,1
4105,6
76489,1
3933,12
9918,3
273481,6
307081,7
16871,10
293863,12
13156,1
41233,12
9266,5
1262,1
4513,10
22970,10
7278,1
9013,1
865,20
10776,18
50456,6
9823,20
59861,1
133805,9
12763,3
9766,7
14034,1
12244,20
109421,11
11137,1
51162,17
10152,1
9452,1
239566,3
53113,12
9271,20
4474,25
184346,10
48340,6
14846,1
72207,1
16232,1
43539,12
9920,20
8978,11
11702,6
18550,1
8869,1
43347,1
3489,11
9701,3
2122,1
37707,10
10658,1
13150,11
9042,20
17813,1
11208,12
58151,1
11400,12
10350,20
28902,11
14164,20
76640,6
11058,10
14844,1
57089,1
1947,3
8054,2
46829,1
146238,11
9989,7
9665,3
311,3
102362,6
11162,12
6016,11
17186,7
13967,12
2008,12
9053,6
4512,7
76349,7
31203,1
265208,11
45610,6
50135,1
1874,23
271331,3
215211,12
367961,5
10955,11
223702,1
254470,18
69,12
4967,1
9449,1
11499,23
4912,1
12771,1
323676,1
12506,3
24071,1
11249,1
9667,11
812,1
277216,3
87,7
14444,17
2043,6
315664,1
1428,7
562,6
15373,1
318846,1
26320,18
14292,23
924,25
2018,1
192577,14
9428,1
2832,11
137093,1
699,6
9778,1
8831,20
9398,1
112949,12
10439,1
3638,1
23483,7
62206,1
10577,10
218778,1
4348,12
78,15
11780,5
192102,6
2001,11
10383,10
11516,4
10025,1
15198,1
23172,1
17834,1
10016,20
10317,1
58431,1
9746,3
13092,1
59859,7
13495,7
254473,7
700,6
4964,1
10024,3
13490,1
15927,7
1259,12
5125,11
174,20
9583,1
9437,11
525,18
10188,1
63574,18
245,1
9825,1
186,11
9549,23
61891,23
34584,5
2666,22
12783,12
13155,5
42807,7
28355,10
8080,11
5126,3
56288,1
303858,11
1613,1
31582,1
16617,11
8944,1
41488,11
37028,18
14560,1
10330,1
6957,1
1934,12
169917,11
951,1
10189,1
9454,1
2055,13
1551,10
5902,23
11460,10
9358,9
134,1
22894,9
134374,6
1901,1
15028,15
11509,7
7445,3
17047,1
62838,1
2057,12
70436,11
16784,1
8011,20
31640,11
9092,9
2779,1
316002,1
36355,5
238615,15
1985,11
615,3
788,1
380,3
13223,3
10523,23
8681,6
239571,12
619,12
424,23
50014,3
162903,11
11024,1
208763,16
6466,9
254024,11
12589,1
7191,20
1497,1
117,23
6977,11
168530,1
634,1
392,1
10327,1
88042,1
41630,1
11969,7
2085,6
794,10
9286,9
77877,12
1265,5
866,3
175555,1
75174,6
11096,10
8699,1
769,3
10923,7
11283,1
111,6
11676,1
746,23
77866,6
9416,1
7345,3
14317,5
20694,17
12277,1
9779,1
2140,6
12620,1
14177,1
198185,3
227156,14
10735,1
11351,10
10030,1
10623,7
590,3
9655,1
1268,1
11237,20
190955,11
5123,3
4518,23
11932,1
11165,7
6116,18
57431,1
21724,18
278,3
9290,1
11543,1
284536,11
152737,1
13374,1
8976,1
319888,1
9469,3
1909,1
22971,12
34813,6
46261,10
10431,6
8051,1
9352,1
10167,6
18147,1
17170,3
18975,17
15487,17
22825,15
11152,9
1831,1
43931,10
10591,1
10861,6
12770,1
276907,11
10074,1
65055,10
10397,3
200505,3
11954,10
60309,23
9787,3
293646,23
6978,1
133698,1
59440,7
1770,11
10655,23
8988,3
15992,11
17707,11
77883,10
40001,1
64639,11
9903,1
21338,6
20766,5
24264,1
19803,1
20309,1
9912,3
9067,1
27360,1
8338,15
168705,7
72113,1
9729,11
94352,0
22256,3
12404,1
152742,12
11699,3
49953,17
48034,1
39845,3
25353,5
36696,17
109091,11
38543,7
33157,23
290864,6
242166,6
859,12
83770,5
168,20
1246,3
4233,9
174751,7
184098,1
2069,1
1788,12
11635,1
177,1
3600,10
2621,1
10358,1
10480,1
10313,1
18828,1
3558,3
13476,1
10208,1
24961,18
20697,1
20761,1
70868,1
43593,1
6478,3
40688,1
26672,5
45881,12
41283,6
4935,5
19908,1
10663,1
1891,20
9737,1
37137,1
9532,9
10316,3
2787,20
12658,1
152601,12
10866,11
227707,5
21349,1
19150,1
70435,6
580,16
9819,3
13579,17
20024,3
2453,6
6973,23
11156,23
354110,13
22215,1
11632,12
30596,23
3021,10
957,1
256917,3
251,12
